State,District,Latitude,Longitude,District code,Population,ST,SC,Workers,Male_Workers,Female_Workers,house_electricity,house_internet,Graduate_Education,sex_ratio,literacy_rate,Muslim_rate,Non_Muslim_rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,495794,488596,1323667,748939,574728,566108,5512,100226,99.85090861901284,54.112282803506005,10.067345459480185,87.54803940845727
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,154127,583135,2036166,1208544,827622,897970,8606,144915,102.37234665557237,56.62524368143473,10.865962224354519,88.19508628454543
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,159165,785760,1933357,1202223,731134,944555,13763,246409,100.30443503882218,63.915598802509976,9.531957344209383,89.54314068974504
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,213195,945269,2093681,1545831,547850,1297273,22411,263023,99.42273644591366,63.80264152466215,1.5089742614704316,96.68303876998915
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,247089,957407,2381624,1442370,939254,1186028,19383,221924,99.72332684452856,60.56780404651324,11.452361209399786,86.28801879286299
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,48937,247927,1413297,1045585,367712,869721,149034,558090,104.87476802157998,73.34309160066269,43.45079010773401,51.88646732717558
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,106745,709757,1876768,1049463,827305,926768,8831,256633,99.22610182493092,58.43940143035361,6.48054998200605,92.44942561030477
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,765565,462896,1410062,802906,607156,668519,8628,160804,98.9054183002911,58.27738196949277,5.679870735726772,92.77717999406585
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,132464,871063,2048880,1327299,721581,1163932,30438,328454,100.7711921167028,66.62503503122815,6.796899454066256,89.07069954872252
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,82831,737945,2029425,1164122,865303,816721,10081,115504,101.24071856525254,52.47762222080231,16.547258479971326,82.11201138384635
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,364269,708954,2082501,1140067,942434,757821,6153,98227,102.38405066906617,47.881386459703705,8.24499608687628,90.63485374391689
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,168985,537947,1442203,837874,604329,604719,8635,127493,100.84568332033335,53.972356070376435,11.28969619765746,86.94568402340957
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,394279,637385,1741693,976428,765265,789225,7715,196134,101.77757908014694,57.35536109887357,5.40717476938405,93.1329574075279
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,192941,371074,1261076,684320,576756,545913,5261,141850,96.15182356495839,54.47383428675576,15.34867040196603,83.22803551865984
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,151145,787861,1700567,991842,708725,763746,6151,133627,101.90647798398274,56.054868242280676,6.494698373602775,92.72239045306948
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,166118,255664,1290288,766483,523805,615432,3988,121213,98.55748889359002,55.32067829917643,0.3338741910256097,98.66213559620498
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,235556,247728,1157962,679289,478673,527736,4453,103591,98.18089141392582,52.82157106455435,0.7004982780785797,98.06587746334571
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,530656,616102,1705655,960926,744729,828077,12952,248942,100.34141430848773,58.78941836418628,5.617899797755266,93.20097273340136
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,109072,811698,1773112,1199338,573774,1017568,12050,207586,99.63844693435455,67.37139716218022,2.1880300718878445,94.82405994870162
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,53878,0,62966,39329,23637,14593,170,3633,107.9547686523191,49.3665079000985,1.4396934410967037,32.16912012737306
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,72400,0,31710,16424,15286,5318,57,2330,97.14393085306276,48.861354682933026,0.8285677976871266,15.672893633244378
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,69979,0,40222,23591,16631,14231,450,6540,102.07340421198418,63.07174390710988,2.307134073820227,28.074666881690085
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,90764,0,38044,18429,19615,3911,95,2031,96.92031310150135,39.756288283591815,0.5115339502150398,5.277162344150485
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,47410,0,60945,38910,22035,17157,312,5180,109.66261420041722,56.998751080795465,2.639199593758149,67.94943935879665
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,25974,0,22326,14102,8224,5932,207,2795,107.78422407499903,58.89238165680474,4.154955621301775,53.46708579881657
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,72911,0,30202,17339,12863,12493,381,5230,101.59273557190376,65.1053835962905,1.7848970251716247,11.503071179091895
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,117216,0,65772,41263,24509,30539,2477,13840,102.0494101223238,68.55408244748631,3.4818460353508183,32.296557231286776
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,34811,0,28561,19554,9007,8635,96,1379,139.9740708729473,52.169998199171616,1.5747243732116774,23.694899653840768
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,98372,0,50169,27545,22624,16026,98,2134,105.94618454690921,42.843491850859564,0.9850413038624692,18.470194239785666
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,28468,0,17644,9968,7676,6198,97,1349,112.50225618193852,51.514722536806346,1.1636466591166479,14.89524348810872
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,78323,0,33370,17898,15472,5373,139,4276,100.16310865915088,54.25893969897421,0.624340906912089,16.146582302751415
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46380,0,42493,28313,14180,14188,202,2693,122.12902201524132,57.76501840446948,2.346718763029054,37.24373711984943
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,92783,0,49177,29156,20021,14204,303,6030,107.50748530662034,57.66784829969539,1.9755241640985446,14.144859896325062
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,27344,95320,561824,445297,116527,84804,2078,46947,104.88569085115496,52.9668367557814,70.73809858398154,29.107203378321728
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,18835,82784,255806,197542,58264,49866,2523,20221,103.53512256671056,58.75414859692151,50.220762204860826,48.61167508567902
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,17569,264897,608062,469752,138310,140205,5316,45341,104.2278730803109,67.61007176596797,37.706414252538124,59.82810256953606
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,8419,40260,324843,246864,77979,45444,1166,22267,104.86422918316869,52.4543887991384,64.33947226709746,35.252773290253096
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,325560,44225,316800,186577,130223,28195,1192,28006,104.8867667610277,61.65393589872517,1.9639049572021752,95.47012022450457
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,102871,58876,560557,368013,192544,136685,8817,59380,104.08262181470715,66.68986342062902,4.864985090493729,90.35432224890394
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,231570,45094,362573,267118,95455,78641,1364,18294,103.71819249087173,55.90026810608788,57.522195871186085,34.50544196837281
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,111765,62298,479928,309104,170824,82345,3073,36887,103.71071187851686,67.6513373475004,8.464993513845878,85.99084439978705
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,691,70659,214240,170792,43448,44143,1211,11608,105.12871570536953,61.78802844245984,60.314790321797794,38.10033732951512
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,139971,88665,498618,320746,177872,122063,5651,62608,103.98803998871979,72.7786343128351,5.006518618345882,92.30610772566138
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,182038,107827,628954,428492,200462,122191,3109,55011,105.32823871808368,65.58757517090137,39.65517923062426,57.823440800979476
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,538738,44961,383441,246193,137248,53918,1923,18225,105.15310653743677,58.26690633715113,2.1216902834113935,80.09929803317533
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,1940,157890,399171,319798,79373,70951,1933,21408,103.82235552119863,64.72744053403392,56.36012781133667,42.481317439931765
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,278665,29570,341131,236322,104809,41373,1218,17287,104.29903485884435,55.15520626912039,28.436372080230672,59.637352306620585
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,249426,81840,429995,282250,147745,60296,1948,44212,103.35848636877199,65.58504304136596,18.565313389698286,76.48994326081888
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,115153,266350,979998,766728,213270,195631,5121,66994,103.93281797067286,60.582739091880065,55.35876176796394,43.390462672570834
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,23364,60216,267623,210202,57421,68313,1631,39368,105.42364488743002,68.91447943921963,35.96085734391341,63.70621495284712
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,232207,109130,770606,537195,233411,133368,4358,49901,104.64770486467859,57.614793333021495,18.2180852446066,73.94712360519928
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,82066,37688,557196,366623,190573,161718,5135,38152,105.02286559476792,60.11782256430879,3.6427399356441494,88.96160864022097
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,38848,382654,1069893,708391,361502,43290,2561,39627,108.53685853218576,42.530274021373835,42.94548702165943,56.67742815488433
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1033,612064,837770,599157,238613,44456,2362,91371,107.96593059213731,57.71495543632014,9.344337741474359,90.19949426650336
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,143366,539368,1575079,1015864,559215,589477,23258,253253,108.31015981985723,67.64783121091557,21.254176255686545,68.77179312465248
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,90432,247858,771080,517817,253263,62359,1704,35767,110.28468732140513,47.44144649770023,12.331903027527039,87.11849979579931
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1597,432270,938182,715345,222837,120373,4644,101836,111.74575748049907,52.13437552284247,13.712922999547894,85.98871384034086
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,67180,318569,983528,740056,243472,174534,6764,118843,113.61082847023036,51.78364627163514,17.68069034942125,81.89788153531246
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,13977,425402,822493,640283,182210,62153,3661,131137,110.19647511184283,58.61116028510409,7.250347913636052,92.29620067680519
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,26824,251737,538322,402180,136142,46760,1784,64117,108.50490300901177,58.00719898356259,6.178268024417002,93.26645381492213
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2772,615688,1223640,947927,275713,127442,6280,129597,109.72139662816735,46.138084032930486,22.38734591613469,77.27791414860371
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,3098,1334351,1664062,1076170,587892,112617,6856,131163,106.6693586188591,52.32052608064184,11.115339054492193,88.2720569984456
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,60807,320064,728201,539586,188615,69375,3707,79109,97.93872735729087,53.98093373489273,17.020099827791597,82.71866017801635
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,78793,302649,727571,452288,275283,32633,1839,29633,108.49455374072798,48.77218594584769,12.36198488416018,86.67016964846157
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,1285,222974,365378,266423,98955,27641,1106,45519,108.4951577730388,54.99634323961422,6.730749578117377,92.87344943140265
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,179971,263100,1013566,760522,253044,60900,2941,57114,108.82844337579449,41.68602771253544,44.4686455256528,54.854219872231745
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,675,247161,560805,398216,162589,40641,1580,38697,112.85736176733494,46.07561644887533,10.53389373958387,89.20760027980317
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,64224,113118,529064,421192,107872,58718,1093,15386,105.28763829347972,44.07572172266919,67.97769758637008,31.42664458116422
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,8333,153209,326576,240494,86082,44491,1186,27261,110.91057743163768,50.68077912943396,4.084874594369935,95.55245615998209
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,12532,346275,777546,496046,281500,23236,1397,44955,109.78366238630564,41.692119242946966,12.077359845975694,87.61426183532308
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,3990,587158,1636938,1105947,530991,113281,5319,137780,107.93520680090414,48.03111125670464,18.24922744435003,81.3875538482486
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,21404,183846,426658,327453,99205,90461,2653,64469,114.14022332024474,58.62242417374329,8.072731792376613,91.55951497516021
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,5979,751975,1547586,1195308,352278,180651,10290,138916,111.16889114672333,52.264103233826184,15.528772592397267,83.99751971542962
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1442,607672,1045420,703405,342015,101378,4156,133032,108.43601264094487,52.818494794195125,6.8817539849314695,92.77612693399794
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,2045,565112,817041,539439,277602,31162,1841,64585,106.53247437360281,49.163597167559054,11.01297526165471,88.53045270568047
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,250046,553944,1478947,999282,479665,57546,3495,70669,109.98851612545172,44.713144103671574,21.984263446235136,77.44331572572796
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,9069,920918,1881886,1436411,445475,546859,40692,452340,111.54218930539759,59.25665393215511,7.5354052820390285,91.73772558369366
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,12461,649726,1737539,1260774,476765,74979,7719,68781,110.87797260894845,44.65172273207813,19.421003100186276,80.13641290268937
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,139490,390991,1143318,803275,340043,86058,4170,59996,108.56866862716413,40.81107167482637,38.462099252623354,60.93881093015755
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,31650,549546,924879,707939,216940,114893,4594,161555,108.97885583730829,60.806819648382145,10.151869072048617,89.37460429647037
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,6009,317249,649898,456724,193174,41342,1668,47051,110.36949065122133,42.35347597493714,14.027751398066252,85.72038885419335
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,1884,803128,1343400,1037576,305824,88021,5379,129933,109.76784869580712,50.28386278659066,10.61511190956564,89.18313127146217
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,36786,474066,1040231,857660,182571,94787,4509,148065,104.86148298558713,54.59335371528662,10.284999830459666,89.44573469417708
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,617,131115,224655,151569,73086,20065,631,19676,107.54862214162473,51.65084184290837,5.917101181440168,93.67635642468987
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,318,96655,216372,166693,49679,10004,478,10091,111.98424927238486,43.23043492836528,15.137920840660362,84.18977029955231
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,2989,405714,1114583,865929,248654,66263,3460,70549,111.28973130032178,41.96766303284229,21.617788895464212,78.05617755012744
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,87000,386685,932416,730396,202020,52935,3834,119164,101.19102994247827,57.95513778260326,18.26418180770007,81.44916143816597
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,10168,354249,877682,551718,325964,51028,1845,45726,107.58898595911874,46.35476762568885,18.359670105460737,81.19669315895915
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,2274,738031,1060344,858648,201696,70001,4810,124448,111.75708245934834,55.12813799974307,9.55587963563023,90.19533788208997
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,0,199086,404136,328159,75977,231204,44283,174528,122.29968385823537,76.31228385996495,4.87441375716519,80.7782462456772
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,931780,37963,726531,404364,322167,157646,1782,32895,97.72985482264185,46.05600485140451,0.8783617876887827,90.43135467828664
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,10693,98989,205871,111543,94328,79146,1574,25474,101.8880290921392,75.3018672307805,1.8284828619003237,97.38634816575731
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,498469,552992,1203197,715467,487730,519704,8566,134637,103.01199263750375,59.939278330428145,2.176466767706764,95.38727052453626
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,207633,58581,402895,226382,176513,148926,1016,31319,99.0079226841576,68.37284206551544,1.303481828150456,97.17510168408602
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,397416,458040,1496805,921729,575076,614109,16141,202424,101.22339359634991,68.88355774383709,2.497075246899403,93.59643550949318
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,530378,48844,487360,263645,223715,76783,567,26161,99.49053925541433,58.16989933882765,1.800699567555001,73.91474857016047
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,493559,124679,521186,333329,187857,202380,4544,61215,103.23213608994062,62.05322217065571,2.5024033680302327,93.9116886561029
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,304280,54776,307071,185483,121588,80023,1667,26802,103.2565241532482,60.375282471085136,3.927353521004922,91.70487329967204
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,279896,139581,499260,291858,207402,212487,961,33357,98.30640933817473,61.772987565286606,1.217133993187148,97.60901434417102
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,505609,224942,690167,429211,260956,297308,3342,66358,100.88368253046231,63.6980717330306,1.1601195193522822,95.24774027031079
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,305125,134952,1072969,753843,319126,547206,38570,204507,104.22450585530932,73.64642016551515,8.635069470807077,85.01138865689774
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,476446,724250,1757664,1099964,657700,728556,20261,227382,101.61235430518445,64.71042887177549,2.535463715392611,95.511989550852
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1300628,115652,1155807,649888,505919,253131,2737,64607,102.26028213244061,50.33891467638691,3.451098909015096,90.09736063521713
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,15240,4262,105521,94502,11019,49249,1316,9128,187.4176865020898,78.64499693994445,8.414891224179147,89.72867507440905
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,55571,265793,1123709,801859,321850,498326,6628,139957,104.90242215359977,67.18056550988997,12.207363833819041,87.38550287596215
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,56606,17606,327658,239125,88533,173951,23440,86781,103.82377638408198,81.05788696443066,7.083182560561754,76.06441501794603
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,92669,7843,249590,180411,69179,138810,17624,57460,101.37986757798501,78.43840402662141,9.93275954394516,53.340244201349805
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,89138,759483,2594952,2127547,467405,1456046,126341,839295,110.56213140371737,75.34780243200066,12.243006005496087,83.75696627149833
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,7322,132915,657139,453642,203497,273331,2538,50999,103.75541115346884,65.74201388200952,6.545083509995443,93.14967078107767
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,24824,104465,844794,627561,217233,378310,9902,110351,108.12543944880315,74.12527565470232,11.98994621896122,85.95380708113028
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,284155,327460,1248600,836268,412332,396873,3424,66950,106.63864694823681,54.63610709288814,6.841999342414338,92.62295922520258
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,488194,62235,627124,468919,158205,309091,10257,74380,108.10331780516078,72.09943914291186,22.147439844386174,76.607959025647
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,9110,157034,1150632,838781,311851,500757,7297,93391,107.1960574435822,65.52138357465113,7.390139791311171,91.39723611417303
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,18204,108608,534976,408075,126901,262539,12107,108400,108.38088364982804,74.04287973512541,4.115169861318782,94.81466898221164
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,24187,173895,847440,646822,200618,386538,11573,87523,106.5267461304661,64.65079007221361,14.851265138633565,83.81218812482089
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,55571,265793,1123709,801859,321850,498326,6628,139957,104.90242215359977,67.18056550988997,12.207363833819041,87.38550287596215
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,24228,258859,776228,624704,151524,403294,9631,60386,110.15463513700819,59.851670664523645,21.14132723116503,76.89463293077566
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,40336,115631,933983,674586,259397,372226,5710,84223,106.4235952171954,72.18808766525284,11.499792380923395,86.99930648706349
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,9392,162288,812064,588699,223365,385609,7759,130723,107.9685737176867,73.83772697074883,6.704015205418601,92.66204895767406
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,481392,8733,294795,174282,120513,101940,576,14748,104.10599873448795,62.73723227460075,3.82858120573203,94.84174915339227
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,639659,35464,591834,407881,183953,267679,6726,85041,104.09174421763696,75.35008633708162,5.916421493420934,92.13452640952055
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,721604,100446,1097507,673565,423942,398937,3456,71810,105.4257764335397,60.26516076788457,6.630190364969366,92.897619852299
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,13303,123408,554830,383074,171756,223424,2231,46355,106.93938586589088,62.3570587631183,10.626880022385384,88.91231449081441
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,13039,51830,231169,174118,57051,117040,1653,22458,105.24786145000702,67.24377358232742,5.733206479129693,93.90211615358469
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,24017,290169,1479050,1159480,319570,747352,21785,266295,107.88650755445155,71.62608639426709,9.498816945358698,89.29831007964657
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,542156,187685,1084878,681435,403443,438606,5262,110817,105.05531266728471,65.00622377849854,6.11725573985553,93.08120888301808
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,856952,158115,2553542,2142819,410723,1252452,55694,379505,126.99139785106779,75.17131965714033,10.865597973598504,86.49752471584303
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,21453,179461,723500,504038,219462,302068,2975,58389,107.51059548579727,62.269881362070024,6.245117487763826,92.25710426882458
